j1_1,j1_2,j1_3,j1_4,j1_5,j1_6,j2_1,j2_2,j2_3,j2_4,j2_5,j2_6,j1_l1,j1_l2,j2_l1,j2_l2
Calyrex-Ice,Groudon,Iron Valiant,Scovillain,Sinistcha,Urshifu-*,Dialga-Origin,Hitmontop,Iron Bundle,Lilligant-Hisui,Lunala,Torkoal,Calyrex-Ice,Iron Valiant,Lilligant-Hisui,Torkoal
Calyrex-Ice,Groudon,Iron Valiant,Scovillain,Sinistcha,Urshifu-*,Dialga-Origin,Hitmontop,Iron Bundle,Lilligant-Hisui,Lunala,Torkoal,Calyrex-Ice,Scovillain,Dialga-Origin,Hitmontop
Ditto,Indeedee-F,Iron Crown,Koraidon,Torkoal,Zamazenta-*,Amoonguss,Calyrex-Ice,Dondozo,Tatsugiri-Droopy,Ursaluna-Bloodmoon,Urshifu-*,Iron Crown,Koraidon,Ursaluna-Bloodmoon,Urshifu
Ditto,Indeedee-F,Iron Crown,Koraidon,Torkoal,Zamazenta-*,Amoonguss,Calyrex-Ice,Dondozo,Tatsugiri-Droopy,Ursaluna-Bloodmoon,Urshifu-*,Indeedee-F,Iron Crown,Calyrex-Ice,Urshifu
Chi-Yu,Flutter Mane,Koraidon,Miraidon,Ogerpon-Cornerstone,Raging Bolt,Amoonguss,Calyrex-Shadow,Incineroar,Rillaboom,Terapagos,Urshifu-*,Flutter Mane,Koraidon,Incineroar,Terapagos
Chi-Yu,Flutter Mane,Koraidon,Miraidon,Ogerpon-Cornerstone,Raging Bolt,Amoonguss,Calyrex-Shadow,Incineroar,Rillaboom,Terapagos,Urshifu-*,Chi-Yu,Miraidon,Terapagos,Urshifu-Rapid-Strike
Amoonguss,Basculegion,Calyrex-Ice,Flutter Mane,Grimmsnarl,Kyogre,Farigiraf,Grimmsnarl,Ho-Oh,Iron Hands,Miraidon,Ursaluna,Amoonguss,Calyrex-Ice,Farigiraf,Ursaluna
Incineroar,Lunala,Miraidon,Ursaluna,Urshifu-*,Whimsicott,Calyrex-Shadow,Incineroar,Raging Bolt,Rillaboom,Smeargle,Zamazenta-*,Urshifu-Rapid-Strike,Whimsicott,Calyrex-Shadow,Incineroar
Hydrapple,Iron Hands,Lunala,Luxray,Ursaluna-Bloodmoon,Zacian-*,Archaludon,Armarouge,Clawitzer,Hatterene,Indeedee-F,Kyogre,Lunala,Luxray,Archaludon,Kyogre
Hydrapple,Iron Hands,Lunala,Luxray,Ursaluna-Bloodmoon,Zacian-*,Archaludon,Armarouge,Clawitzer,Hatterene,Indeedee-F,Kyogre,Lunala,Luxray,Indeedee-F,Kyogre
Hydrapple,Iron Hands,Lunala,Luxray,Ursaluna-Bloodmoon,Zacian-*,Archaludon,Armarouge,Clawitzer,Hatterene,Indeedee-F,Kyogre,Lunala,Luxray,Indeedee-F,Kyogre
Calyrex-Shadow,Ditto,Incineroar,Miraidon,Raichu-Alola,Urshifu-*,Calyrex-Shadow,Incineroar,Koraidon,Regieleki,Rillaboom,Volcarona,Incineroar,Raichu-Alola,Calyrex-Shadow,Regieleki
Calyrex-Shadow,Ditto,Incineroar,Miraidon,Raichu-Alola,Urshifu-*,Calyrex-Shadow,Incineroar,Koraidon,Regieleki,Rillaboom,Volcarona,Incineroar,Raichu-Alola,Calyrex-Shadow,Regieleki
Archaludon,Basculegion,Hatterene,Indeedee-F,Kyogre,Scream Tail,Ho-Oh,Miraidon,Ninetales-Alola,Sneasler,Ursaluna,Urshifu-*,Hatterene,Indeedee-F,Ho-Oh,Ursaluna
Archaludon,Basculegion,Hatterene,Indeedee-F,Kyogre,Scream Tail,Ho-Oh,Miraidon,Ninetales-Alola,Sneasler,Ursaluna,Urshifu-*,Basculegion,Scream Tail,Miraidon,Ursaluna
Archaludon,Basculegion,Hatterene,Indeedee-F,Kyogre,Scream Tail,Ho-Oh,Miraidon,Ninetales-Alola,Sneasler,Ursaluna,Urshifu-*,Hatterene,Indeedee-F,Sneasler,Urshifu
Dondozo,Eternatus,Grimmsnarl,Ogerpon-Wellspring,Rillaboom,Tatsugiri,Annihilape,Basculegion-F,Enamorus-Therian,Kyogre,Whimsicott,Zamazenta-*,Eternatus,Rillaboom,Basculegion-F,Whimsicott
Dondozo,Eternatus,Grimmsnarl,Ogerpon-Wellspring,Rillaboom,Tatsugiri,Annihilape,Basculegion-F,Enamorus-Therian,Kyogre,Whimsicott,Zamazenta-*,Eternatus,Grimmsnarl,Annihilape,Whimsicott
Calyrex-Ice,Dewpider,Farigiraf,Gallade,Kyogre,Rillaboom,Farigiraf,Groudon,Iron Hands,Miraidon,Ogerpon-Hearthflame,Whimsicott,Dewpider,Rillaboom,Farigiraf,Miraidon
Flutter Mane,Groudon,Rillaboom,Sableye,Solgaleo,Ting-Lu,Entei,Grimmsnarl,Incineroar,Miraidon,Necrozma-Dawn-Wings,Okidogi,Flutter Mane,Groudon,Entei,Grimmsnarl
Flutter Mane,Groudon,Rillaboom,Sableye,Solgaleo,Ting-Lu,Entei,Grimmsnarl,Incineroar,Miraidon,Necrozma-Dawn-Wings,Okidogi,Groudon,Ting-Lu,Entei,Incineroar
Flutter Mane,Groudon,Rillaboom,Sableye,Solgaleo,Ting-Lu,Entei,Grimmsnarl,Incineroar,Miraidon,Necrozma-Dawn-Wings,Okidogi,Solgaleo,Ting-Lu,Entei,Incineroar
Donphan,Electabuzz,Goodra,Hitmontop,Sceptile,Zoroark-Hisui,Archaludon,Clefable,Gliscor,Gothorita,Politoed,Toxicroak,Donphan,Sceptile,Gliscor,Toxicroak
Donphan,Electabuzz,Goodra,Hitmontop,Sceptile,Zoroark-Hisui,Archaludon,Clefable,Gliscor,Gothorita,Politoed,Toxicroak,Electabuzz,Sceptile,Archaludon,Politoed
Amoonguss,Incineroar,Rayquaza,Rillaboom,Solgaleo,Whimsicott,Farigiraf,Iron Hands,Miraidon,Necrozma-Dawn-Wings,Ogerpon-Hearthflame,Urshifu-*,Amoonguss,Rayquaza,Iron Hands,Miraidon
Amoonguss,Incineroar,Rayquaza,Rillaboom,Solgaleo,Whimsicott,Farigiraf,Iron Hands,Miraidon,Necrozma-Dawn-Wings,Ogerpon-Hearthflame,Urshifu-*,Rayquaza,Solgaleo,Farigiraf,Urshifu-Rapid-Strike
Amoonguss,Incineroar,Rayquaza,Rillaboom,Solgaleo,Whimsicott,Farigiraf,Iron Hands,Miraidon,Necrozma-Dawn-Wings,Ogerpon-Hearthflame,Urshifu-*,Rayquaza,Whimsicott,Miraidon,Ogerpon-Hearthflame
Azelf,Calyrex-Shadow,Dragonite,Iron Hands,Snorlax,Weavile,Garchomp,Greninja-*,Latios,Lucario,Meowscarada,Tornadus,Calyrex-Shadow,Snorlax,Latios,Tornadus
Chi-Yu,Hitmontop,Regidrago,Scizor,Tsareena,Whimsicott,Annihilape,Farigiraf,Gholdengo,Iron Bundle,Ogerpon-Cornerstone,Rillaboom,Regidrago,Whimsicott,Gholdengo,Rillaboom
Chi-Yu,Hitmontop,Regidrago,Scizor,Tsareena,Whimsicott,Annihilape,Farigiraf,Gholdengo,Iron Bundle,Ogerpon-Cornerstone,Rillaboom,Regidrago,Whimsicott,Ogerpon-Cornerstone,Rillaboom
Calyrex-Shadow,Chien-Pao,Pelipper,Scrafty,Whimsicott,Zamazenta-*,Amoonguss,Ariados,Froslass,Grimmsnarl,Koraidon,Lunala,Calyrex-Shadow,Whimsicott,Grimmsnarl,Lunala
Calyrex-Shadow,Chien-Pao,Pelipper,Scrafty,Whimsicott,Zamazenta-*,Amoonguss,Ariados,Froslass,Grimmsnarl,Koraidon,Lunala,Chien-Pao,Whimsicott,Grimmsnarl,Lunala
Chi-Yu,Hitmontop,Regidrago,Scizor,Tsareena,Whimsicott,Armarouge,Articuno-Galar,Barraskewda,Chien-Pao,Iron Boulder,Zoroark-Hisui,Chi-Yu,Whimsicott,Armarouge,Chien-Pao
Chi-Yu,Hitmontop,Regidrago,Scizor,Tsareena,Whimsicott,Armarouge,Articuno-Galar,Barraskewda,Chien-Pao,Iron Boulder,Zoroark-Hisui,Chi-Yu,Whimsicott,Armarouge,Chien-Pao
Chi-Yu,Hitmontop,Regidrago,Scizor,Tsareena,Whimsicott,Armarouge,Articuno-Galar,Barraskewda,Chien-Pao,Iron Boulder,Zoroark-Hisui,Regidrago,Whimsicott,Armarouge,Barraskewda
Chi-Yu,Hitmontop,Regidrago,Scizor,Tsareena,Whimsicott,Azelf,Copperajah,Dragonite,Indeedee,Sableye,Tauros-Paldea-Blaze,Regidrago,Whimsicott,Sableye,Tauros-Paldea-Blaze
Chi-Yu,Hitmontop,Regidrago,Scizor,Tsareena,Whimsicott,Azelf,Copperajah,Dragonite,Indeedee,Sableye,Tauros-Paldea-Blaze,Regidrago,Whimsicott,Azelf,Sableye
Chi-Yu,Hitmontop,Regidrago,Scizor,Tsareena,Whimsicott,Azelf,Copperajah,Dragonite,Indeedee,Sableye,Tauros-Paldea-Blaze,Regidrago,Whimsicott,Azelf,Sableye
Blaziken,Cacturne,Calyrex-Ice,Clefable,Indeedee-F,Ursaluna-Bloodmoon,Gothitelle,Iron Hands,Miraidon,Palkia-Origin,Pelipper,Scream Tail,Blaziken,Indeedee-F,Iron Hands,Pelipper
Calyrex-Ice,Flutter Mane,Incineroar,Iron Hands,Miraidon,Whimsicott,Brute Bonnet,Incineroar,Koraidon,Lunala,Ursaluna,Walking Wake,Incineroar,Miraidon,Incineroar,Koraidon
Calyrex-Shadow,Chi-Yu,Ogerpon-Cornerstone,Raging Bolt,Ting-Lu,Zamazenta-*,Calyrex-Ice,Flutter Mane,Incineroar,Iron Hands,Miraidon,Whimsicott,Ting-Lu,Zamazenta-Crowned,Miraidon,Whimsicott
Calyrex-Shadow,Grimmsnarl,Incineroar,Landorus,Ogerpon-Wellspring,Terapagos,Calyrex-Ice,Chi-Yu,Flutter Mane,Groudon,Jumpluff,Raging Bolt,Incineroar,Ogerpon-Wellspring,Chi-Yu,Groudon
Calyrex-Ice,Grimmsnarl,Incineroar,Landorus,Miraidon,Urshifu-*,Calyrex-Shadow,Chi-Yu,Ogerpon-Cornerstone,Raging Bolt,Ting-Lu,Zamazenta-*,Incineroar,Miraidon,Ting-Lu,Zamazenta-Crowned
Calyrex-Shadow,Clefairy,Grimmsnarl,Incineroar,Rillaboom,Zamazenta-*,Araquanid,Ariados,Calyrex-Shadow,Electrode-Hisui,Inteleon,Palkia-Origin,Calyrex-Shadow,Clefairy,Calyrex-Shadow,Inteleon
Calyrex-Shadow,Clefairy,Grimmsnarl,Incineroar,Rillaboom,Zamazenta-*,Araquanid,Ariados,Calyrex-Shadow,Electrode-Hisui,Inteleon,Palkia-Origin,Calyrex-Shadow,Incineroar,Electrode-Hisui,Inteleon
Brute Bonnet,Indeedee-F,Iron Crown,Koraidon,Whimsicott,Zamazenta-*,Entei,Incineroar,Iron Valiant,Miraidon,Necrozma-Dawn-Wings,Okidogi,Koraidon,Whimsicott,Entei,Incineroar
Brute Bonnet,Indeedee-F,Iron Crown,Koraidon,Whimsicott,Zamazenta-*,Entei,Incineroar,Iron Valiant,Miraidon,Necrozma-Dawn-Wings,Okidogi,Iron Crown,Zamazenta-Crowned,Entei,Okidogi
Brute Bonnet,Indeedee-F,Iron Crown,Koraidon,Whimsicott,Zamazenta-*,Entei,Incineroar,Iron Valiant,Miraidon,Necrozma-Dawn-Wings,Okidogi,Iron Crown,Zamazenta-Crowned,Entei,Incineroar
Calyrex-Shadow,Clefairy,Grimmsnarl,Incineroar,Rillaboom,Zamazenta-*,Calyrex-Ice,Incineroar,Indeedee-F,Lunala,Ursaluna-Bloodmoon,Urshifu-*,Calyrex-Shadow,Clefairy,Calyrex-Ice,Urshifu
Calyrex-Shadow,Clefairy,Grimmsnarl,Incineroar,Rillaboom,Zamazenta-*,Calyrex-Ice,Incineroar,Indeedee-F,Lunala,Ursaluna-Bloodmoon,Urshifu-*,Calyrex-Shadow,Incineroar,Incineroar,Lunala
Iron Hands,Lugia,Miraidon,Mismagius,Pelipper,Scream Tail,Calyrex-Ice,Grimmsnarl,Incineroar,Landorus,Miraidon,Urshifu-*,Miraidon,Mismagius,Calyrex-Ice,Urshifu-Rapid-Strike
Gastrodon-East,Heatran,Koraidon,Rillaboom,Scream Tail,Terapagos,Calyrex-Shadow,Clefairy,Grimmsnarl,Incineroar,Rillaboom,Zamazenta-*,Heatran,Scream Tail,Calyrex-Shadow,Rillaboom
Gastrodon-East,Heatran,Koraidon,Rillaboom,Scream Tail,Terapagos,Calyrex-Shadow,Clefairy,Grimmsnarl,Incineroar,Rillaboom,Zamazenta-*,Koraidon,Rillaboom,Calyrex-Shadow,Incineroar
Gastrodon-East,Heatran,Koraidon,Rillaboom,Scream Tail,Terapagos,Calyrex-Shadow,Clefairy,Grimmsnarl,Incineroar,Rillaboom,Zamazenta-*,Koraidon,Rillaboom,Calyrex-Shadow,Incineroar
Gastrodon-East,Heatran,Koraidon,Rillaboom,Scream Tail,Terapagos,Araquanid,Ariados,Calyrex-Shadow,Electrode-Hisui,Inteleon,Palkia-Origin,Heatran,Koraidon,Electrode-Hisui,Inteleon
Gastrodon-East,Heatran,Koraidon,Rillaboom,Scream Tail,Terapagos,Araquanid,Ariados,Calyrex-Shadow,Electrode-Hisui,Inteleon,Palkia-Origin,Heatran,Koraidon,Electrode-Hisui,Inteleon
Chien-Pao,Eternatus,Ogerpon-Hearthflame,Rillaboom,Tornadus,Zamazenta-*,Farigiraf,Hitmontop,Ho-Oh,Miraidon,Sneasler,Ursaluna,Eternatus,Tornadus,Farigiraf,Sneasler
Farigiraf,Hitmontop,Ho-Oh,Miraidon,Sneasler,Ursaluna,Chien-Pao,Eternatus,Ogerpon-Hearthflame,Rillaboom,Tornadus,Zamazenta-*,Farigiraf,Ho-Oh,Ogerpon-Hearthflame,Tornadus
Farigiraf,Hitmontop,Ho-Oh,Miraidon,Sneasler,Ursaluna,Chien-Pao,Eternatus,Ogerpon-Hearthflame,Rillaboom,Tornadus,Zamazenta-*,Hitmontop,Ho-Oh,Chien-Pao,Tornadus
Amoonguss,Calyrex-Ice,Dondozo,Tatsugiri-Droopy,Ursaluna-Bloodmoon,Urshifu-*,Archaludon,Kingambit,Kyogre,Murkrow,Urshifu-*,Zacian-*,Amoonguss,Dondozo,Kyogre,Murkrow
Amoonguss,Calyrex-Ice,Dondozo,Tatsugiri-Droopy,Ursaluna-Bloodmoon,Urshifu-*,Archaludon,Kingambit,Kyogre,Murkrow,Urshifu-*,Zacian-*,Ursaluna-Bloodmoon,Urshifu,Kyogre,Murkrow
Flutter Mane,Groudon,Rillaboom,Solgaleo,Ting-Lu,Zapdos-Galar,Calyrex-Shadow,Chi-Yu,Indeedee,Ogerpon-Wellspring,Ribombee,Terapagos,Flutter Mane,Groudon,Chi-Yu,Ribombee
Flutter Mane,Groudon,Rillaboom,Solgaleo,Ting-Lu,Zapdos-Galar,Calyrex-Shadow,Chi-Yu,Indeedee,Ogerpon-Wellspring,Ribombee,Terapagos,Solgaleo,Ting-Lu,Chi-Yu,Ribombee
Amoonguss,Dialga-Origin,Lilligant-Hisui,Lunala,Raging Bolt,Torkoal,Entei,Iron Hands,Miraidon,Necrozma-Dawn-Wings,Ogerpon-Cornerstone,Ursaluna,Lilligant-Hisui,Torkoal,Iron Hands,Necrozma-Dawn-Wings
Amoonguss,Dialga-Origin,Lilligant-Hisui,Lunala,Raging Bolt,Torkoal,Entei,Iron Hands,Miraidon,Necrozma-Dawn-Wings,Ogerpon-Cornerstone,Ursaluna,Amoonguss,Lunala,Miraidon,Ogerpon-Cornerstone
Jumpluff,Lurantis,Necrozma-Dusk-Mane,Scream Tail,Tinkaton,Toxtricity-Low-Key,Clefable,Kyogre,Primarina,Scream Tail,Slowking-Galar,Tinkaton,Tinkaton,Toxtricity-Low-Key,Primarina,Tinkaton
Clefairy,Iron Jugulis,Kyogre,Mienshao,Primarina,Slowking-Galar,Clefable,Kyogre,Primarina,Scream Tail,Slowking-Galar,Tinkaton,Iron Jugulis,Slowking-Galar,Clefable,Kyogre
Alomomola,Heracross,Quagsire,Slowbro,Swampert,Tinkaton,Clefairy,Iron Jugulis,Kyogre,Mienshao,Primarina,Slowking-Galar,Slowbro,Tinkaton,Kyogre,Mienshao
Bruxish,Clefairy,Enamorus,Espeon,Hatterene,Lurantis,Clefable,Kyogre,Primarina,Scream Tail,Slowking-Galar,Tinkaton,Bruxish,Hatterene,Kyogre,Slowking-Galar
Clefairy,Iron Jugulis,Kyogre,Mienshao,Primarina,Slowking-Galar,Clefairy,Enamorus,Hatterene,Jumpluff,Milotic,Tinkaton,Kyogre,Mienshao,Hatterene,Tinkaton
Alomomola,Heracross,Quagsire,Slowbro,Swampert,Tinkaton,Chansey,Hatterene,Iron Jugulis,Necrozma-Dusk-Mane,Sylveon,Toxapex,Slowbro,Tinkaton,Hatterene,Necrozma-Dusk-Mane
Clefable,Kyogre,Primarina,Scream Tail,Slowking-Galar,Tinkaton,Kingdra,Kyogre,Mienshao,Murkrow,Scream Tail,Toedscruel,Clefable,Kyogre,Kyogre,Mienshao
Chi-Yu,Hitmontop,Regidrago,Scizor,Tsareena,Whimsicott,Blaziken,Flutter Mane,Mimikyu,Regieleki,Sinistcha,Tornadus,Chi-Yu,Whimsicott,Flutter Mane,Sinistcha
Chi-Yu,Hitmontop,Regidrago,Scizor,Tsareena,Whimsicott,Blaziken,Flutter Mane,Mimikyu,Regieleki,Sinistcha,Tornadus,Chi-Yu,Whimsicott,Mimikyu,Tornadus
Chi-Yu,Hitmontop,Regidrago,Scizor,Tsareena,Whimsicott,Blaziken,Flutter Mane,Mimikyu,Regieleki,Sinistcha,Tornadus,Hitmontop,Scizor,Flutter Mane,Regieleki
Chi-Yu,Hitmontop,Regidrago,Scizor,Tsareena,Whimsicott,Chandelure,Hatterene,Kingambit,Porygon2,Smeargle,Urshifu-*,Regidrago,Tsareena,Porygon2,Urshifu-Rapid-Strike
Chi-Yu,Hitmontop,Regidrago,Scizor,Tsareena,Whimsicott,Chandelure,Hatterene,Kingambit,Porygon2,Smeargle,Urshifu-*,Regidrago,Tsareena,Porygon2,Smeargle
Corviknight,Mabosstiff,Pelipper,Poliwrath,Snorlax,Vikavolt,Abomasnow,Armarouge,Beartic,Cetitan,Magmar,Mismagius,Snorlax,Vikavolt,Abomasnow,Beartic
Corviknight,Mabosstiff,Pelipper,Poliwrath,Snorlax,Vikavolt,Abomasnow,Armarouge,Beartic,Cetitan,Magmar,Mismagius,Corviknight,Mabosstiff,Cetitan,Magmar
Archaludon,Gliscor,Gothorita,Jumpluff,Politoed,Toxicroak,Hawlucha,Magnezone,Ninetales-Alola,Scrafty,Skeledirge,Ursaluna,Politoed,Toxicroak,Magnezone,Scrafty
Archaludon,Gliscor,Gothorita,Jumpluff,Politoed,Toxicroak,Hawlucha,Magnezone,Ninetales-Alola,Scrafty,Skeledirge,Ursaluna,Gothorita,Politoed,Ninetales-Alola,Scrafty
Ditto,Indeedee-F,Iron Valiant,Lunala,Samurott-Hisui,Ursaluna,Dragonite,Excadrill,Grimmsnarl,Infernape,Mandibuzz,Rotom-Wash,Indeedee-F,Ursaluna,Grimmsnarl,Mandibuzz
Ditto,Indeedee-F,Iron Valiant,Lunala,Samurott-Hisui,Ursaluna,Dragonite,Excadrill,Grimmsnarl,Infernape,Mandibuzz,Rotom-Wash,Indeedee-F,Ursaluna,Excadrill,Grimmsnarl
Ditto,Indeedee-F,Iron Valiant,Lunala,Samurott-Hisui,Ursaluna,Dragonite,Excadrill,Grimmsnarl,Infernape,Mandibuzz,Rotom-Wash,Ditto,Iron Valiant,Grimmsnarl,Mandibuzz
Ditto,Indeedee-F,Iron Valiant,Lunala,Samurott-Hisui,Ursaluna,Dragonite,Excadrill,Grimmsnarl,Infernape,Mandibuzz,Rotom-Wash,Ditto,Iron Valiant,Grimmsnarl,Mandibuzz
Groudon,Incineroar,Jumpluff,Raging Bolt,Terapagos,Urshifu-*,Articuno-Galar,Brute Bonnet,Calyrex-Shadow,Chi-Yu,Indeedee-F,Koraidon,Groudon,Jumpluff,Brute Bonnet,Calyrex-Shadow
Groudon,Incineroar,Jumpluff,Raging Bolt,Terapagos,Urshifu-*,Articuno-Galar,Brute Bonnet,Calyrex-Shadow,Chi-Yu,Indeedee-F,Koraidon,Incineroar,Terapagos,Articuno-Galar,Koraidon
Groudon,Incineroar,Jumpluff,Raging Bolt,Terapagos,Urshifu-*,Articuno-Galar,Brute Bonnet,Calyrex-Shadow,Chi-Yu,Indeedee-F,Koraidon,Groudon,Jumpluff,Chi-Yu,Koraidon
Calyrex-Ice,Incineroar,Sinistcha,Terapagos,Tornadus,Urshifu-*,Articuno-Galar,Brute Bonnet,Calyrex-Shadow,Chi-Yu,Indeedee-F,Koraidon,Tornadus,Urshifu-Rapid-Strike,Chi-Yu,Koraidon
Brute Bonnet,Chi-Yu,Flutter Mane,Iron Bundle,Koraidon,Smeargle,Calyrex-Shadow,Grimmsnarl,Groudon,Raging Bolt,Sylveon,Whimsicott,Koraidon,Smeargle,Calyrex-Shadow,Whimsicott
Brute Bonnet,Chi-Yu,Flutter Mane,Iron Bundle,Koraidon,Smeargle,Calyrex-Shadow,Grimmsnarl,Groudon,Raging Bolt,Sylveon,Whimsicott,Flutter Mane,Smeargle,Calyrex-Shadow,Whimsicott
Brute Bonnet,Chi-Yu,Flutter Mane,Iron Bundle,Koraidon,Smeargle,Calyrex-Shadow,Grimmsnarl,Groudon,Raging Bolt,Sylveon,Whimsicott,Flutter Mane,Smeargle,Groudon,Raging Bolt
Amoonguss,Basculegion,Calyrex-Ice,Kyogre,Tornadus,Urshifu-*,Chien-Pao,Iron Hands,Iron Jugulis,Miraidon,Ogerpon-Cornerstone,Zamazenta-*,Kyogre,Tornadus,Iron Hands,Miraidon
Chi-Yu,Hitmontop,Regidrago,Scizor,Tsareena,Whimsicott,Brute Bonnet,Gothitelle,Incineroar,Raging Bolt,Scream Tail,Torkoal,Scizor,Tsareena,Incineroar,Scream Tail
Chi-Yu,Hitmontop,Regidrago,Scizor,Tsareena,Whimsicott,Brute Bonnet,Gothitelle,Incineroar,Raging Bolt,Scream Tail,Torkoal,Tsareena,Whimsicott,Incineroar,Scream Tail
Chi-Yu,Indeedee-F,Koraidon,Lilligant-Hisui,Reshiram,Whimsicott,Iron Hands,Kingambit,Kyogre,Miraidon,Tornadus,Urshifu-*,Chi-Yu,Whimsicott,Miraidon,Tornadus
Espathra,Incineroar,Salamence,Weezing-Galar,Zacian-*,Zamazenta-*,Espathra,Incineroar,Salamence,Weezing-Galar,Zacian-*,Zamazenta-*,Incineroar,Salamence,Incineroar,Salamence
Brute Bonnet,Eternatus,Flutter Mane,Raging Bolt,Sableye,Zamazenta-*,Calyrex-Shadow,Ho-Oh,Iron Hands,Ogerpon-Wellspring,Ursaluna,Whimsicott,Sableye,Zamazenta-Crowned,Calyrex-Shadow,Iron Hands
Brute Bonnet,Eternatus,Flutter Mane,Raging Bolt,Sableye,Zamazenta-*,Calyrex-Shadow,Ho-Oh,Iron Hands,Ogerpon-Wellspring,Ursaluna,Whimsicott,Brute Bonnet,Eternatus,Ogerpon-Wellspring,Ursaluna
Calyrex-Shadow,Ho-Oh,Iron Hands,Ogerpon-Wellspring,Ursaluna,Whimsicott,Brute Bonnet,Eternatus,Flutter Mane,Raging Bolt,Sableye,Zamazenta-*,Calyrex-Shadow,Ogerpon-Wellspring,Brute Bonnet,Raging Bolt
Calyrex-Shadow,Ho-Oh,Iron Hands,Ogerpon-Wellspring,Ursaluna,Whimsicott,Brute Bonnet,Eternatus,Flutter Mane,Raging Bolt,Sableye,Zamazenta-*,Calyrex-Shadow,Ho-Oh,Raging Bolt,Zamazenta-Crowned
Calyrex-Shadow,Ho-Oh,Iron Hands,Ogerpon-Wellspring,Ursaluna,Whimsicott,Brute Bonnet,Eternatus,Flutter Mane,Raging Bolt,Sableye,Zamazenta-*,Ho-Oh,Ursaluna,Sableye,Zamazenta-Crowned
Incineroar,Koraidon,Miraidon,Regieleki,Volcarona,Walking Wake,Brute Bonnet,Eternatus,Flutter Mane,Raging Bolt,Sableye,Zamazenta-*,Incineroar,Koraidon,Eternatus,Flutter Mane
Incineroar,Koraidon,Miraidon,Regieleki,Volcarona,Walking Wake,Brute Bonnet,Eternatus,Flutter Mane,Raging Bolt,Sableye,Zamazenta-*,Miraidon,Regieleki,Eternatus,Zamazenta-Crowned
Incineroar,Koraidon,Miraidon,Regieleki,Volcarona,Walking Wake,Brute Bonnet,Eternatus,Flutter Mane,Raging Bolt,Sableye,Zamazenta-*,Miraidon,Regieleki,Flutter Mane,Zamazenta-Crowned
Chien-Pao,Dragonite,Iron Jugulis,Kyogre,Ludicolo,Urshifu-*,Brute Bonnet,Eternatus,Flutter Mane,Raging Bolt,Sableye,Zamazenta-*,Iron Jugulis,Kyogre,Flutter Mane,Raging Bolt
Chien-Pao,Dragonite,Iron Jugulis,Kyogre,Ludicolo,Urshifu-*,Brute Bonnet,Eternatus,Flutter Mane,Raging Bolt,Sableye,Zamazenta-*,Iron Jugulis,Kyogre,Raging Bolt,Sableye
Calyrex-Shadow,Ho-Oh,Iron Hands,Ogerpon-Wellspring,Ursaluna,Whimsicott,Incineroar,Koraidon,Miraidon,Regieleki,Volcarona,Walking Wake,Calyrex-Shadow,Ho-Oh,Miraidon,Regieleki
Calyrex-Shadow,Ho-Oh,Iron Hands,Ogerpon-Wellspring,Ursaluna,Whimsicott,Incineroar,Koraidon,Miraidon,Regieleki,Volcarona,Walking Wake,Calyrex-Shadow,Ogerpon-Wellspring,Incineroar,Miraidon
Brute Bonnet,Eternatus,Flutter Mane,Raging Bolt,Sableye,Zamazenta-*,Enamorus-Therian,Grimmsnarl,Scream Tail,Sinistcha,Terapagos,Zacian-*,Brute Bonnet,Zamazenta-Crowned,Enamorus-Therian,Terapagos
Chien-Pao,Dragonite,Iron Jugulis,Kyogre,Ludicolo,Urshifu-*,Amoonguss,Calyrex-Ice,Farigiraf,Indeedee-F,Ninetales-Alola,Ursaluna-Bloodmoon,Dragonite,Kyogre,Amoonguss,Indeedee-F
Chien-Pao,Dragonite,Iron Jugulis,Kyogre,Ludicolo,Urshifu-*,Amoonguss,Calyrex-Ice,Farigiraf,Indeedee-F,Ninetales-Alola,Ursaluna-Bloodmoon,Chien-Pao,Iron Jugulis,Amoonguss,Indeedee-F
Enamorus-Therian,Grimmsnarl,Scream Tail,Sinistcha,Terapagos,Zacian-*,Brute Bonnet,Eternatus,Flutter Mane,Raging Bolt,Sableye,Zamazenta-*,Grimmsnarl,Zacian-Crowned,Brute Bonnet,Zamazenta-Crowned
Chien-Pao,Dragonite,Iron Jugulis,Kyogre,Ludicolo,Urshifu-*,Amoonguss,Calyrex-Ice,Farigiraf,Indeedee-F,Ninetales-Alola,Ursaluna-Bloodmoon,Dragonite,Iron Jugulis,Calyrex-Ice,Indeedee-F
Gothitelle,Groudon,Landorus,Lilligant-Hisui,Reshiram,Tyranitar,Chien-Pao,Dragonite,Iron Jugulis,Kyogre,Ludicolo,Urshifu-*,Groudon,Reshiram,Iron Jugulis,Kyogre
Gothitelle,Groudon,Landorus,Lilligant-Hisui,Reshiram,Tyranitar,Chien-Pao,Dragonite,Iron Jugulis,Kyogre,Ludicolo,Urshifu-*,Lilligant-Hisui,Tyranitar,Kyogre,Urshifu-Rapid-Strike
Calyrex-Shadow,Ho-Oh,Iron Hands,Ogerpon-Wellspring,Ursaluna,Whimsicott,Amoonguss,Calyrex-Ice,Farigiraf,Indeedee-F,Ninetales-Alola,Ursaluna-Bloodmoon,Ho-Oh,Ursaluna,Amoonguss,Farigiraf
