j1_1,j1_2,j1_3,j1_4,j1_5,j1_6,j2_1,j2_2,j2_3,j2_4,j2_5,j2_6,j1_l1,j1_l2,j2_l1,j2_l2
Calyrex-Ice,Ho-Oh,Incineroar,Ogerpon-Cornerstone,Raging Bolt,Urshifu-*,Grimmsnarl,Kyogre,Rillaboom,Tornadus,Urshifu-*,Zacian-*,Calyrex-Ice,Raging Bolt,Kyogre,Urshifu-Rapid-Strike
Grimmsnarl,Incineroar,Iron Treads,Koraidon,Miraidon,Volcarona,Calyrex-Ice,Chi-Yu,Flutter Mane,Groudon,Jumpluff,Raging Bolt,Grimmsnarl,Miraidon,Groudon,Jumpluff
Brute Bonnet,Gouging Fire,Groudon,Necrozma-Dawn-Wings,Roaring Moon,Walking Wake,Brute Bonnet,Groudon,Noivern,Sylveon,Walking Wake,Zamazenta-*,Groudon,Roaring Moon,Noivern,Sylveon
Calyrex-Ice,Groudon,Regieleki,Scovillain,Sinistcha,Urshifu-*,Chien-Pao,Heatran,Terapagos,Tornadus,Urshifu-*,Zacian-*,Groudon,Scovillain,Heatran,Zacian-Crowned
Calyrex-Ice,Groudon,Regieleki,Scovillain,Sinistcha,Urshifu-*,Chien-Pao,Heatran,Terapagos,Tornadus,Urshifu-*,Zacian-*,Calyrex-Ice,Regieleki,Heatran,Terapagos
Calyrex-Ice,Groudon,Regieleki,Scovillain,Sinistcha,Urshifu-*,Chien-Pao,Heatran,Terapagos,Tornadus,Urshifu-*,Zacian-*,Calyrex-Ice,Regieleki,Tornadus,Urshifu-Rapid-Strike
Calyrex-Shadow,Chi-Yu,Gothitelle,Ogerpon-Hearthflame,Rayquaza,Scream Tail,Annihilape,Archaludon,Enamorus-Therian,Kyogre,Whimsicott,Zamazenta-*,Calyrex-Shadow,Scream Tail,Archaludon,Whimsicott
Calyrex-Shadow,Chi-Yu,Gothitelle,Ogerpon-Hearthflame,Rayquaza,Scream Tail,Annihilape,Archaludon,Enamorus-Therian,Kyogre,Whimsicott,Zamazenta-*,Calyrex-Shadow,Scream Tail,Enamorus-Therian,Zamazenta-Crowned
Dondozo,Eternatus,Grimmsnarl,Ho-Oh,Rillaboom,Ursaluna-Bloodmoon,Farigiraf,Iron Hands,Miraidon,Necrozma-Dawn-Wings,Ogerpon-Cornerstone,Ursaluna,Grimmsnarl,Ho-Oh,Farigiraf,Iron Hands
Dondozo,Eternatus,Grimmsnarl,Ho-Oh,Rillaboom,Ursaluna-Bloodmoon,Farigiraf,Iron Hands,Miraidon,Necrozma-Dawn-Wings,Ogerpon-Cornerstone,Ursaluna,Grimmsnarl,Ho-Oh,Farigiraf,Miraidon
Kingambit,Kyogre,Landorus-Therian,Murkrow,Urshifu-*,Zacian-*,Calyrex-Shadow,Chi-Yu,Maushold-Four,Ogerpon-Wellspring,Pawmot,Terapagos,Kyogre,Murkrow,Pawmot,Terapagos
Kingambit,Kyogre,Landorus-Therian,Murkrow,Urshifu-*,Zacian-*,Calyrex-Shadow,Chi-Yu,Maushold-Four,Ogerpon-Wellspring,Pawmot,Terapagos,Kingambit,Landorus-Therian,Calyrex-Shadow,Chi-Yu
Kingambit,Kyogre,Landorus-Therian,Murkrow,Urshifu-*,Zacian-*,Calyrex-Shadow,Chi-Yu,Maushold-Four,Ogerpon-Wellspring,Pawmot,Terapagos,Kyogre,Murkrow,Calyrex-Shadow,Ogerpon-Wellspring
Indeedee-F,Iron Crown,Koraidon,Weezing-Galar,Whimsicott,Zamazenta-*,Flutter Mane,Groudon,Ogerpon-Hearthflame,Roaring Moon,Solgaleo,Zapdos-Galar,Indeedee-F,Iron Crown,Groudon,Ogerpon-Hearthflame
Indeedee-F,Iron Crown,Koraidon,Weezing-Galar,Whimsicott,Zamazenta-*,Flutter Mane,Groudon,Ogerpon-Hearthflame,Roaring Moon,Solgaleo,Zapdos-Galar,Indeedee-F,Iron Crown,Flutter Mane,Solgaleo
Indeedee-F,Iron Crown,Koraidon,Weezing-Galar,Whimsicott,Zamazenta-*,Flutter Mane,Groudon,Ogerpon-Hearthflame,Roaring Moon,Solgaleo,Zapdos-Galar,Koraidon,Whimsicott,Roaring Moon,Solgaleo
Cyclizar,Fletchling,Glimmora,Koraidon,Lucario,Urshifu-*,Floette,Gardevoir,Kyurem-White,Starly,Urshifu-*,Wooper,Fletchling,Glimmora,Gardevoir,Kyurem-White
Cyclizar,Fletchling,Glimmora,Koraidon,Lucario,Urshifu-*,Floette,Gardevoir,Kyurem-White,Starly,Urshifu-*,Wooper,Fletchling,Glimmora,Starly,Wooper
Heliolisk,Jumpluff,Meowstic,Pyroar,Rampardos,Sneasel-Hisui,Dewgong,Kecleon,Ludicolo,Meowstic,Sneasel-Hisui,Tinkaton,Meowstic,Rampardos,Ludicolo,Sneasel-Hisui
Heliolisk,Jumpluff,Meowstic,Pyroar,Rampardos,Sneasel-Hisui,Dewgong,Kecleon,Ludicolo,Meowstic,Sneasel-Hisui,Tinkaton,Meowstic,Rampardos,Ludicolo,Meowstic
Heliolisk,Jumpluff,Meowstic,Pyroar,Rampardos,Sneasel-Hisui,Dewgong,Kecleon,Ludicolo,Meowstic,Sneasel-Hisui,Tinkaton,Jumpluff,Sneasel-Hisui,Sneasel-Hisui,Tinkaton
Clefairy,Cresselia,Hatterene,Hydrapple,Palossand,Vikavolt,Archaludon,Iron Jugulis,Pelipper,Raging Bolt,Urshifu-*,Wo-Chien,Cresselia,Palossand,Archaludon,Pelipper
Clefairy,Cresselia,Hatterene,Hydrapple,Palossand,Vikavolt,Archaludon,Iron Jugulis,Pelipper,Raging Bolt,Urshifu-*,Wo-Chien,Clefairy,Cresselia,Archaludon,Pelipper
Flutter Mane,Houndoom,Indeedee,Iron Treads,Pelipper,Rillaboom,Altaria,Brute Bonnet,Dugtrio,Luxray,Ninetales,Tornadus,Flutter Mane,Rillaboom,Luxray,Tornadus
Altaria,Brute Bonnet,Dugtrio,Luxray,Ninetales,Tornadus,Flutter Mane,Houndoom,Indeedee,Iron Treads,Pelipper,Rillaboom,Dugtrio,Luxray,Iron Treads,Rillaboom
Corviknight,Mabosstiff,Pelipper,Poliwrath,Sinistcha,Sylveon,Electabuzz,Goodra,Hitmontop,Metagross,Noivern,Wigglytuff,Corviknight,Sylveon,Electabuzz,Metagross
Corviknight,Mabosstiff,Pelipper,Poliwrath,Sinistcha,Sylveon,Electabuzz,Goodra,Hitmontop,Metagross,Noivern,Wigglytuff,Sinistcha,Sylveon,Hitmontop,Wigglytuff
Corviknight,Mabosstiff,Pelipper,Poliwrath,Sinistcha,Sylveon,Electabuzz,Goodra,Hitmontop,Metagross,Noivern,Wigglytuff,Corviknight,Sylveon,Hitmontop,Metagross
Amoonguss,Clawitzer,Kyurem-Black,Palkia,Regirock,Rotom-Heat,Comfey,Ho-Oh,Incineroar,Kyogre,Regieleki,Riolu,Kyurem-Black,Palkia,Kyogre,Riolu
Amoonguss,Clawitzer,Kyurem-Black,Palkia,Regirock,Rotom-Heat,Comfey,Ho-Oh,Incineroar,Kyogre,Regieleki,Riolu,Kyurem-Black,Palkia,Kyogre,Riolu
Amoonguss,Clawitzer,Kyurem-Black,Palkia,Regirock,Rotom-Heat,Comfey,Ho-Oh,Incineroar,Kyogre,Regieleki,Riolu,Amoonguss,Clawitzer,Kyogre,Riolu
Basculegion,Indeedee,Kyogre,Pelipper,Scream Tail,Solgaleo,Amoonguss,Calyrex-Shadow,Groudon,Raging Bolt,Trevenant,Typhlosion,Indeedee,Pelipper,Raging Bolt,Trevenant
Basculegion,Indeedee,Kyogre,Pelipper,Scream Tail,Solgaleo,Amoonguss,Calyrex-Shadow,Groudon,Raging Bolt,Trevenant,Typhlosion,Kyogre,Pelipper,Calyrex-Shadow,Trevenant
Basculegion,Indeedee,Kyogre,Pelipper,Scream Tail,Solgaleo,Amoonguss,Calyrex-Shadow,Groudon,Raging Bolt,Trevenant,Typhlosion,Indeedee,Kyogre,Groudon,Trevenant
Chi-Yu,Flutter Mane,Gothitelle,Groudon,Jumpluff,Raging Bolt,Amoonguss,Calyrex-Shadow,Chien-Pao,Dragonite,Raging Bolt,Zamazenta-*,Groudon,Jumpluff,Chien-Pao,Zamazenta-Crowned
Alcremie-Rainbow-Swirl,Gallade,Incineroar,Miraidon,Terapagos,Umbreon,Calyrex-Shadow,Incineroar,Indeedee-F,Terapagos,Urshifu-*,Whimsicott,Alcremie-Rainbow-Swirl,Umbreon,Indeedee-F,Terapagos
Farigiraf,Ho-Oh,Miraidon,Orthworm,Ursaluna,Urshifu-*,Incineroar,Iron Hands,Lunala,Malamar,Ursaluna-Bloodmoon,Zacian-*,Farigiraf,Ho-Oh,Incineroar,Zacian-Crowned
Farigiraf,Ho-Oh,Miraidon,Orthworm,Ursaluna,Urshifu-*,Incineroar,Iron Hands,Lunala,Malamar,Ursaluna-Bloodmoon,Zacian-*,Ho-Oh,Ursaluna,Iron Hands,Lunala
Chien-Pao,Eternatus,Rillaboom,Tornadus,Urshifu-*,Zamazenta-*,Arcanine-Hisui,Brute Bonnet,Chi-Yu,Cresselia,Koraidon,Zekrom,Eternatus,Tornadus,Arcanine-Hisui,Zekrom
Arcanine-Hisui,Brute Bonnet,Chi-Yu,Cresselia,Koraidon,Zekrom,Chien-Pao,Eternatus,Rillaboom,Tornadus,Urshifu-*,Zamazenta-*,Brute Bonnet,Cresselia,Eternatus,Tornadus
Incineroar,Lunala,Miraidon,Ursaluna,Urshifu-*,Whimsicott,Brute Bonnet,Chi-Yu,Flutter Mane,Koraidon,Lunala,Ursaluna,Lunala,Miraidon,Chi-Yu,Flutter Mane
Incineroar,Lunala,Miraidon,Ursaluna,Urshifu-*,Whimsicott,Brute Bonnet,Chi-Yu,Flutter Mane,Koraidon,Lunala,Ursaluna,Lunala,Miraidon,Chi-Yu,Koraidon
Incineroar,Lunala,Miraidon,Ursaluna,Urshifu-*,Whimsicott,Amoonguss,Calyrex-Shadow,Chien-Pao,Dragonite,Ursaluna-Bloodmoon,Zamazenta-*,Lunala,Miraidon,Calyrex-Shadow,Zamazenta-Crowned
Incineroar,Lunala,Miraidon,Ursaluna,Urshifu-*,Whimsicott,Amoonguss,Calyrex-Shadow,Chien-Pao,Dragonite,Ursaluna-Bloodmoon,Zamazenta-*,Lunala,Miraidon,Calyrex-Shadow,Chien-Pao
Incineroar,Lunala,Miraidon,Ursaluna,Urshifu-*,Whimsicott,Amoonguss,Calyrex-Shadow,Chien-Pao,Dragonite,Ursaluna-Bloodmoon,Zamazenta-*,Miraidon,Whimsicott,Calyrex-Shadow,Zamazenta-Crowned
Incineroar,Lunala,Miraidon,Ursaluna,Urshifu-*,Whimsicott,Amoonguss,Calyrex-Shadow,Chien-Pao,Dragonite,Ursaluna-Bloodmoon,Zamazenta-*,Lunala,Miraidon,Calyrex-Shadow,Zamazenta-Crowned
Incineroar,Lunala,Miraidon,Ursaluna,Urshifu-*,Whimsicott,Amoonguss,Calyrex-Shadow,Chien-Pao,Dragonite,Ursaluna-Bloodmoon,Zamazenta-*,Lunala,Miraidon,Calyrex-Shadow,Zamazenta-Crowned
Incineroar,Lunala,Miraidon,Ursaluna,Urshifu-*,Whimsicott,Amoonguss,Calyrex-Shadow,Chien-Pao,Dragonite,Ursaluna-Bloodmoon,Zamazenta-*,Lunala,Miraidon,Calyrex-Shadow,Chien-Pao
Dondozo,Flamigo,Indeedee-F,Iron Hands,Metagross,Tatsugiri,Incineroar,Lunala,Miraidon,Ursaluna,Urshifu-*,Whimsicott,Metagross,Tatsugiri,Lunala,Miraidon
Dondozo,Flamigo,Indeedee-F,Iron Hands,Metagross,Tatsugiri,Incineroar,Lunala,Miraidon,Ursaluna,Urshifu-*,Whimsicott,Metagross,Tatsugiri,Lunala,Miraidon
Incineroar,Lunala,Miraidon,Ursaluna,Urshifu-*,Whimsicott,Calyrex-Shadow,Clefairy,Grimmsnarl,Incineroar,Miraidon,Rillaboom,Urshifu-Rapid-Strike,Whimsicott,Grimmsnarl,Miraidon
Incineroar,Lunala,Miraidon,Ursaluna,Urshifu-*,Whimsicott,Calyrex-Shadow,Clefairy,Grimmsnarl,Incineroar,Miraidon,Rillaboom,Urshifu-Rapid-Strike,Whimsicott,Calyrex-Shadow,Incineroar
Chien-Pao,Heatran,Landorus,Terapagos,Urshifu-*,Zacian-*,Amoonguss,Dialga-Origin,Lilligant-Hisui,Lunala,Raging Bolt,Torkoal,Chien-Pao,Landorus,Lilligant-Hisui,Torkoal
Chien-Pao,Heatran,Landorus,Terapagos,Urshifu-*,Zacian-*,Amoonguss,Dialga-Origin,Lilligant-Hisui,Lunala,Raging Bolt,Torkoal,Terapagos,Urshifu-Rapid-Strike,Amoonguss,Raging Bolt
Farigiraf,Miraidon,Necrozma-Dawn-Wings,Ogerpon-Cornerstone,Pelipper,Ursaluna,Flutter Mane,Incineroar,Jumpluff,Kingambit,Koraidon,Thundurus-Therian,Miraidon,Necrozma-Dawn-Wings,Flutter Mane,Koraidon
Farigiraf,Miraidon,Necrozma-Dawn-Wings,Ogerpon-Cornerstone,Pelipper,Ursaluna,Flutter Mane,Incineroar,Jumpluff,Kingambit,Koraidon,Thundurus-Therian,Miraidon,Pelipper,Flutter Mane,Koraidon
Dragapult,Kyogre,Landorus-Therian,Murkrow,Urshifu-*,Zacian-*,Ditto,Indeedee-F,Torkoal,Walking Wake,Whimsicott,Zamazenta-*,Kyogre,Murkrow,Walking Wake,Zamazenta-Crowned
Dragapult,Kyogre,Landorus-Therian,Murkrow,Urshifu-*,Zacian-*,Ditto,Indeedee-F,Torkoal,Walking Wake,Whimsicott,Zamazenta-*,Dragapult,Murkrow,Indeedee-F,Walking Wake
Gengar,Malamar,Milotic,Muk-Alola,Rillaboom,Volcarona,Annihilape,Florges,Gholdengo,Infernape,Torterra,Vivillon,Milotic,Rillaboom,Torterra,Vivillon
Gengar,Malamar,Milotic,Muk-Alola,Rillaboom,Volcarona,Annihilape,Florges,Gholdengo,Infernape,Torterra,Vivillon,Gengar,Milotic,Florges,Torterra
Gengar,Malamar,Milotic,Muk-Alola,Rillaboom,Volcarona,Annihilape,Florges,Gholdengo,Infernape,Torterra,Vivillon,Malamar,Rillaboom,Annihilape,Infernape
Incineroar,Lunala,Miraidon,Ursaluna,Urshifu-*,Whimsicott,Calyrex-Shadow,Ogerpon-Hearthflame,Raging Bolt,Rillaboom,Smeargle,Zamazenta-*,Lunala,Miraidon,Calyrex-Shadow,Ogerpon-Hearthflame
Incineroar,Lunala,Miraidon,Ursaluna,Urshifu-*,Whimsicott,Calyrex-Shadow,Ogerpon-Hearthflame,Raging Bolt,Rillaboom,Smeargle,Zamazenta-*,Lunala,Miraidon,Raging Bolt,Rillaboom
Incineroar,Lunala,Miraidon,Ursaluna,Urshifu-*,Whimsicott,Calyrex-Shadow,Ogerpon-Hearthflame,Raging Bolt,Rillaboom,Smeargle,Zamazenta-*,Lunala,Miraidon,Calyrex-Shadow,Smeargle
Calyrex-Shadow,Flutter Mane,Gyarados,Ogerpon,Rillaboom,Terapagos,Bastiodon,Farigiraf,Groudon,Iron Hands,Miraidon,Ogerpon-Hearthflame,Gyarados,Rillaboom,Groudon,Miraidon
Enamorus-Therian,Iron Bundle,Iron Hands,Lunala,Regieleki,Ursaluna,Eternatus,Landorus,Ogerpon-Cornerstone,Raging Bolt,Tornadus,Zacian-*,Iron Hands,Lunala,Eternatus,Tornadus
Enamorus-Therian,Iron Bundle,Iron Hands,Lunala,Regieleki,Ursaluna,Eternatus,Landorus,Ogerpon-Cornerstone,Raging Bolt,Tornadus,Zacian-*,Iron Bundle,Regieleki,Eternatus,Tornadus
Enamorus-Therian,Farigiraf,Iron Bundle,Iron Hands,Lunala,Ursaluna,Calyrex-Shadow,Chi-Yu,Maushold-Four,Ogerpon-Wellspring,Pawmot,Terapagos,Iron Bundle,Iron Hands,Chi-Yu,Terapagos
Enamorus-Therian,Farigiraf,Iron Bundle,Iron Hands,Lunala,Ursaluna,Calyrex-Shadow,Chi-Yu,Maushold-Four,Ogerpon-Wellspring,Pawmot,Terapagos,Iron Bundle,Iron Hands,Chi-Yu,Terapagos
Enamorus-Therian,Farigiraf,Iron Bundle,Iron Hands,Lunala,Ursaluna,Calyrex-Shadow,Chi-Yu,Maushold-Four,Ogerpon-Wellspring,Pawmot,Terapagos,Farigiraf,Lunala,Ogerpon-Wellspring,Terapagos
Abomasnow,Armarouge,Cetitan,Hatterene,Magmar,Mismagius,Amoonguss,Camerupt,Eelektross,Indeedee-F,Rhyperior,Slowbro,Abomasnow,Hatterene,Eelektross,Indeedee-F
Abomasnow,Armarouge,Cetitan,Hatterene,Magmar,Mismagius,Amoonguss,Camerupt,Eelektross,Indeedee-F,Rhyperior,Slowbro,Hatterene,Mismagius,Indeedee-F,Slowbro
Incineroar,Lunala,Raging Bolt,Rillaboom,Terapagos,Volcarona,Calyrex-Shadow,Incineroar,Ogerpon-Hearthflame,Raging Bolt,Rillaboom,Zamazenta-*,Lunala,Volcarona,Calyrex-Shadow,Zamazenta-Crowned
Incineroar,Lunala,Raging Bolt,Rillaboom,Terapagos,Volcarona,Calyrex-Shadow,Incineroar,Ogerpon-Hearthflame,Raging Bolt,Rillaboom,Zamazenta-*,Terapagos,Volcarona,Calyrex-Shadow,Incineroar
Brute Bonnet,Calyrex-Shadow,Chi-Yu,Indeedee-F,Koraidon,Whimsicott,Grimmsnarl,Incineroar,Lunala,Miraidon,Ursaluna,Urshifu-*,Chi-Yu,Koraidon,Incineroar,Lunala
Brute Bonnet,Calyrex-Shadow,Chi-Yu,Indeedee-F,Koraidon,Whimsicott,Grimmsnarl,Incineroar,Lunala,Miraidon,Ursaluna,Urshifu-*,Brute Bonnet,Indeedee-F,Incineroar,Miraidon
Brute Bonnet,Calyrex-Shadow,Chi-Yu,Indeedee-F,Koraidon,Whimsicott,Grimmsnarl,Incineroar,Lunala,Miraidon,Ursaluna,Urshifu-*,Calyrex-Shadow,Indeedee-F,Incineroar,Miraidon
Calyrex-Shadow,Ogerpon-Hearthflame,Raging Bolt,Rillaboom,Tornadus,Zamazenta-*,Calyrex-Shadow,Ogerpon-Hearthflame,Raging Bolt,Rillaboom,Smeargle,Zamazenta-*,Ogerpon-Hearthflame,Zamazenta-Crowned,Calyrex-Shadow,Raging Bolt
Calyrex-Shadow,Ogerpon-Hearthflame,Raging Bolt,Rillaboom,Tornadus,Zamazenta-*,Calyrex-Shadow,Ogerpon-Hearthflame,Raging Bolt,Rillaboom,Smeargle,Zamazenta-*,Ogerpon-Hearthflame,Zamazenta-Crowned,Calyrex-Shadow,Raging Bolt
Jumpluff,Meowstic,Pyroar,Rampardos,Sneasel-Hisui,Zangoose,Heliolisk,Jumpluff,Meowstic,Pyroar,Rampardos,Sneasel-Hisui,Meowstic,Sneasel-Hisui,Jumpluff,Sneasel-Hisui
Jumpluff,Meowstic,Pyroar,Rampardos,Sneasel-Hisui,Zangoose,Heliolisk,Jumpluff,Meowstic,Pyroar,Rampardos,Sneasel-Hisui,Meowstic,Sneasel-Hisui,Jumpluff,Sneasel-Hisui
Jumpluff,Meowstic,Pyroar,Rampardos,Sneasel-Hisui,Zangoose,Heliolisk,Jumpluff,Meowstic,Pyroar,Rampardos,Sneasel-Hisui,Jumpluff,Meowstic,Meowstic,Rampardos
Heliolisk,Jumpluff,Meowstic,Pyroar,Rampardos,Sneasel-Hisui,Drifblim,Meowstic,Rampardos,Silvally-*,Sneasel-Hisui,Zangoose,Meowstic,Rampardos,Drifblim,Meowstic
Heliolisk,Jumpluff,Meowstic,Pyroar,Rampardos,Sneasel-Hisui,Drifblim,Meowstic,Rampardos,Silvally-*,Sneasel-Hisui,Zangoose,Meowstic,Pyroar,Meowstic,Silvally-Fairy
Arbok,Dewgong,Lunatone,Meowstic,Pyroar,Rampardos,Dewgong,Kecleon,Ludicolo,Meowstic,Sneasel-Hisui,Tinkaton,Dewgong,Meowstic,Ludicolo,Sneasel-Hisui
Arbok,Dewgong,Lunatone,Meowstic,Pyroar,Rampardos,Dewgong,Kecleon,Ludicolo,Meowstic,Sneasel-Hisui,Tinkaton,Arbok,Meowstic,Kecleon,Sneasel-Hisui
Arbok,Dewgong,Lunatone,Meowstic,Pyroar,Rampardos,Dewgong,Kecleon,Ludicolo,Meowstic,Sneasel-Hisui,Tinkaton,Dewgong,Lunatone,Meowstic,Sneasel-Hisui
Armaldo,Castform,Heliolisk,Ludicolo,Meowstic,Sneasel-Hisui,Heliolisk,Jumpluff,Meowstic,Pyroar,Rampardos,Sneasel-Hisui,Armaldo,Meowstic,Meowstic,Rampardos
Armaldo,Castform,Heliolisk,Ludicolo,Meowstic,Sneasel-Hisui,Heliolisk,Jumpluff,Meowstic,Pyroar,Rampardos,Sneasel-Hisui,Castform,Heliolisk,Meowstic,Rampardos
Armaldo,Castform,Heliolisk,Ludicolo,Meowstic,Sneasel-Hisui,Heliolisk,Jumpluff,Meowstic,Pyroar,Rampardos,Sneasel-Hisui,Heliolisk,Meowstic,Meowstic,Sneasel-Hisui
Arbok,Dewgong,Lunatone,Meowstic,Pyroar,Rampardos,Gumshoos,Heliolisk,Jumpluff,Meowstic,Rampardos,Sneasel-Hisui,Lunatone,Meowstic,Meowstic,Sneasel-Hisui
Arbok,Dewgong,Lunatone,Meowstic,Pyroar,Rampardos,Gumshoos,Heliolisk,Jumpluff,Meowstic,Rampardos,Sneasel-Hisui,Dewgong,Pyroar,Meowstic,Sneasel-Hisui
Arbok,Dewgong,Lunatone,Meowstic,Pyroar,Rampardos,Gumshoos,Heliolisk,Jumpluff,Meowstic,Rampardos,Sneasel-Hisui,Lunatone,Meowstic,Jumpluff,Meowstic
Calyrex-Ice,Groudon,Iron Valiant,Regieleki,Roaring Moon,Urshifu-*,Annihilape,Cresselia,Enamorus-Therian,Kyogre,Raichu,Zamazenta-*,Calyrex-Ice,Roaring Moon,Cresselia,Zamazenta-Crowned
Calyrex-Ice,Groudon,Iron Valiant,Regieleki,Roaring Moon,Urshifu-*,Annihilape,Cresselia,Enamorus-Therian,Kyogre,Raichu,Zamazenta-*,Calyrex-Ice,Roaring Moon,Annihilape,Raichu
Calyrex-Shadow,Chi-Yu,Gothitelle,Ogerpon-Hearthflame,Rayquaza,Scream Tail,Eternatus,Ho-Oh,Ogerpon-Wellspring,Spectrier,Ting-Lu,Ursaluna-Bloodmoon,Ogerpon-Hearthflame,Scream Tail,Eternatus,Spectrier
Calyrex-Shadow,Chi-Yu,Gothitelle,Ogerpon-Hearthflame,Rayquaza,Scream Tail,Eternatus,Ho-Oh,Ogerpon-Wellspring,Spectrier,Ting-Lu,Ursaluna-Bloodmoon,Calyrex-Shadow,Rayquaza,Spectrier,Ursaluna-Bloodmoon
Calyrex-Shadow,Chi-Yu,Gothitelle,Ogerpon-Hearthflame,Rayquaza,Scream Tail,Eternatus,Ho-Oh,Ogerpon-Wellspring,Spectrier,Ting-Lu,Ursaluna-Bloodmoon,Calyrex-Shadow,Rayquaza,Eternatus,Ogerpon-Wellspring
Amoonguss,Baxcalibur,Farigiraf,Garchomp,Ninetales-Alola,Porygon2,Charizard,Dragonite,Incineroar,Meowstic,Overqwil,Scovillain,Garchomp,Porygon2,Dragonite,Overqwil
Charizard,Dragonite,Incineroar,Meowstic,Overqwil,Scovillain,Amoonguss,Baxcalibur,Farigiraf,Garchomp,Ninetales-Alola,Porygon2,Incineroar,Overqwil,Baxcalibur,Porygon2
Brute Bonnet,Calyrex-Shadow,Incineroar,Koraidon,Landorus,Raging Bolt,Amoonguss,Calyrex-Ice,Farigiraf,Iron Hands,Miraidon,Urshifu-*,Calyrex-Shadow,Incineroar,Amoonguss,Calyrex-Ice
Calyrex-Ice,Incineroar,Landorus,Miraidon,Urshifu-*,Whimsicott,Brute Bonnet,Calyrex-Shadow,Incineroar,Koraidon,Landorus,Raging Bolt,Miraidon,Whimsicott,Calyrex-Shadow,Incineroar
Brute Bonnet,Calyrex-Shadow,Incineroar,Koraidon,Landorus,Raging Bolt,Chien-Pao,Grimmsnarl,Iron Hands,Miraidon,Volcarona,Zamazenta-*,Incineroar,Koraidon,Grimmsnarl,Miraidon
Entei,Giratina,Glimmora,Kyogre,Regieleki,Wo-Chien,Brute Bonnet,Calyrex-Shadow,Incineroar,Koraidon,Landorus,Raging Bolt,Glimmora,Regieleki,Calyrex-Shadow,Landorus
Incineroar,Iron Valiant,Lunala,Tyranitar,Ursaluna,Zacian-*,Calyrex-Ice,Dondozo,Incineroar,Landorus,Miraidon,Tatsugiri,Iron Valiant,Zacian-Crowned,Calyrex-Ice,Miraidon
Calyrex-Shadow,Chi-Yu,Clefairy,Flutter Mane,Koraidon,Rillaboom,Amoonguss,Flutter Mane,Incineroar,Koraidon,Lunala,Ursaluna,Flutter Mane,Rillaboom,Incineroar,Lunala
Brute Bonnet,Calyrex-Shadow,Incineroar,Koraidon,Landorus,Raging Bolt,Basculegion,Calyrex-Ice,Flutter Mane,Kyogre,Rillaboom,Tornadus,Calyrex-Shadow,Raging Bolt,Calyrex-Ice,Flutter Mane
Chien-Pao,Grimmsnarl,Iron Hands,Miraidon,Volcarona,Zamazenta-*,Groudon,Incineroar,Jumpluff,Raging Bolt,Terapagos,Urshifu-*,Grimmsnarl,Miraidon,Groudon,Jumpluff
Incineroar,Lunala,Miraidon,Ursaluna,Urshifu-*,Whimsicott,Calyrex-Shadow,Ogerpon-Hearthflame,Raging Bolt,Rillaboom,Tornadus,Zamazenta-*,Lunala,Miraidon,Calyrex-Shadow,Ogerpon-Hearthflame
Incineroar,Lunala,Miraidon,Ursaluna,Urshifu-*,Whimsicott,Calyrex-Shadow,Ogerpon-Hearthflame,Raging Bolt,Rillaboom,Tornadus,Zamazenta-*,Lunala,Miraidon,Ogerpon-Hearthflame,Zamazenta-Crowned
Calyrex-Shadow,Gastrodon,Groudon,Incineroar,Murkrow,Thundurus,Incineroar,Lunala,Miraidon,Ursaluna,Urshifu-*,Whimsicott,Groudon,Murkrow,Lunala,Miraidon
Incineroar,Lunala,Miraidon,Ursaluna,Urshifu-*,Whimsicott,Calyrex-Shadow,Gastrodon,Groudon,Incineroar,Murkrow,Thundurus,Incineroar,Lunala,Groudon,Murkrow
Flutter Mane,Groudon,Ogerpon-Hearthflame,Rillaboom,Solgaleo,Zapdos-Galar,Amoonguss,Calyrex-Ice,Dondozo,Tatsugiri-Droopy,Ursaluna-Bloodmoon,Urshifu-*,Groudon,Zapdos-Galar,Dondozo,Urshifu
Flutter Mane,Groudon,Ogerpon-Hearthflame,Rillaboom,Solgaleo,Zapdos-Galar,Amoonguss,Calyrex-Ice,Dondozo,Tatsugiri-Droopy,Ursaluna-Bloodmoon,Urshifu-*,Groudon,Solgaleo,Calyrex-Ice,Urshifu
Brute Bonnet,Kingambit,Koraidon,Lunala,Raging Bolt,Sneasler,Archaludon,Kyogre,Landorus,Maushold-Four,Miraidon,Tornadus,Lunala,Sneasler,Kyogre,Tornadus
Amoonguss,Flutter Mane,Incineroar,Koraidon,Lunala,Ursaluna,Amoonguss,Calyrex-Ice,Incineroar,Landorus,Miraidon,Urshifu-*,Flutter Mane,Koraidon,Calyrex-Ice,Miraidon
Calyrex-Shadow,Rillaboom,Smeargle,Tornadus,Urshifu-*,Zamazenta-*,Incineroar,Lunala,Raging Bolt,Rillaboom,Terapagos,Volcarona,Tornadus,Urshifu-Rapid-Strike,Incineroar,Terapagos
Amoonguss,Excadrill,Ho-Oh,Kommo-o,Lunala,Tyranitar,Calyrex-Shadow,Lugia,Maushold,Muk-Alola,Smeargle,Ting-Lu,Amoonguss,Kommo-o,Muk-Alola,Smeargle
